Unique_Transcript_Header,Orthogroup,Gene_Symbols,Transcript_Header,Seq_Location_of_Transcript,Sample,TPM,NumReads
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_6_R4,0.726293,20.0
Ec_actinula_t.54786..2201-735,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.54786,2201-735,STG_5_R5,0.725519,17.0
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_4_R4,0.717171,59.0
Ec_actinula_t.54786..2201-735,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.54786,2201-735,STG_1_R6,0.715417,48.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_4_R1,0.714207,36.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_3_R3,0.700758,27.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_6_R4,0.69898,13.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_4_R4,0.696722,50.5037
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_3_R3,0.681604,39.1033
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_2_R3,0.668433,28.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_5_R1,0.668064,13.0
Ec_actinula_t.84567..130-1716,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84567,130-1716,STG_5_R5,0.667095,14.0
Ec_actinula_t.94078..2771-978,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.94078,2771-978,STG_6_R1,0.659511,19.0
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_6_R5,0.657059,31.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_6_R4,0.643548,84.2008
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_2_R3,0.641944,39.0893
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_1_R6,0.637166,35.2583
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_5_R1,0.637035,59.6821
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_4_R4,0.635948,79.9199
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_2_R1,0.631058,51.3
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_4_R5,0.625004,36.8901
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_4_R3,0.619513,48.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_1_R3,0.614643,25.8073
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_4_R6,0.611936,19.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_4_R1,0.609441,60.4662
Ec_actinula_t.84567..130-1716,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84567,130-1716,STG_1_R4,0.607629,33.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_3_R1,0.606726,55.1365
Ec_actinula_t.54786..2201-735,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.54786,2201-735,STG_6_R2,0.597059,24.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_5_R4,0.592972,20.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_2_R4,0.592557,54.0562
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_4_R5,0.58955,61.8976
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_6_R4,0.586972,39.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_2_R4,0.586879,28.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_1_R1,0.566905,24.1739
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_4_R5,0.565303,31.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_1_R1,0.564524,30.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_4_R4,0.561738,28.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_2_R2,0.559874,34.6569
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_5_R3,0.558988,17.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_2_R3,0.558318,7.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_6_R6,0.549295,15.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_6_R4,0.547807,39.1029
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_4_R5,0.539603,8.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_6_R4,0.536883,47.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_6_R3,0.529037,21.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_6_R6,0.524086,20.9297
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_5_R6,0.523623,18.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_2_R3,0.523301,17.5402
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_6_R4,0.5229,43.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_3_R6,0.521096,58.1373
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_1_R5,0.518372,18.0122
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_1_R6,0.511927,49.3286
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_3_R2,0.511324,38.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_3_R4,0.509562,24.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_4_R2,0.509197,19.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_5_R6,0.498582,16.2676
Ec_actinula_t.54786..2201-735,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.54786,2201-735,STG_1_R2,0.487634,22.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_5_R6,0.47211,21.4146
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_4_R4,0.471413,42.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_6_R6,0.465446,3.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_3_R4,0.457005,32.6186
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_1_R4,0.453396,23.292
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_4_R2,0.446476,29.4791
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_5_R2,0.444309,26.3394
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_2_R5,0.435578,30.6745
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_3_R3,0.431048,13.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_3_R6,0.428444,7.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_3_R4,0.428342,6.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_3_R1,0.426745,22.2311
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_6_R6,0.421877,11.0
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_6_R2,0.414697,15.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_5_R2,0.413698,30.2437
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_4_R3,0.408667,35.4276
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_2_R4,0.407626,20.8589
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_2_R5,0.403238,11.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_3_R4,0.401185,11.0
Ec_actinula_t.84567..130-1716,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84567,130-1716,STG_6_R6,0.400527,10.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_2_R2,0.391624,12.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_6_R4,0.389634,27.7429
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_1_R5,0.388005,16.4248
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_5_R2,0.384856,15.9059
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_3_R4,0.384002,17.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_4_R5,0.382083,28.0028
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_4_R4,0.381256,7.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_1_R1,0.380164,15.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_4_R1,0.374705,14.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_3_R1,0.371093,17.1401
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_5_R6,0.36567,11.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_4_R4,0.36425,10.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_3_R6,0.363681,29.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_3_R3,0.36247,3.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_5_R3,0.358044,9.53792
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_3_R2,0.355268,6.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_5_R4,0.354017,9.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_5_R1,0.351901,17.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_3_R6,0.348949,20.4356
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_2_R2,0.348454,11.2857
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_4_R6,0.347995,16.4074
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_1_R4,0.341058,32.476
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_5_R3,0.340892,10.9877
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_6_R5,0.340433,14.1353
Ec_actinula_t.84567..130-1716,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84567,130-1716,STG_1_R2,0.337747,13.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_6_R3,0.336392,14.1852
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_1_R4,0.335091,19.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_6_R5,0.328015,5.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_5_R2,0.327444,5.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_5_R5,0.327427,10.5581
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_3_R6,0.326734,8.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_6_R5,0.32242,23.6835
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_5_R4,0.320782,15.2659
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_3_R2,0.317279,8.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_5_R3,0.313266,3.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_3_R6,0.311218,14.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_4_R5,0.311076,13.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_5_R4,0.310983,3.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_5_R3,0.308773,6.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_3_R2,0.30577,19.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_5_R2,0.305763,32.0995
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_5_R1,0.305204,4.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_6_R5,0.304552,9.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_2_R6,0.301605,15.3622
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_4_R5,0.300374,15.1903
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_3_R5,0.297781,15.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_1_R4,0.293462,14.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_6_R3,0.292618,21.5567
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_5_R5,0.291911,2.00111
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_6_R3,0.290873,14.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_2_R6,0.289568,11.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_4_R1,0.288667,6.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_5_R4,0.277622,9.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_6_R5,0.274166,3.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_4_R3,0.274098,7.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_5_R3,0.273671,7.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_6_R1,0.272721,8.00003
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_4_R6,0.271004,7.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_5_R6,0.267938,7.13877
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_4_R4,0.265957,19.4176
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_2_R6,0.260381,19.3354
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_5_R4,0.258615,5.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_2_R3,0.256226,6.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_5_R1,0.251257,9.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_1_R2,0.249271,17.0404
